id,timestamp,length,recieved,completed
R870:36437.726984,0.075561,36438.561619,36438.500997,36438.576559
R871:36437.772014,0.082856,36438.655406,36438.576580,36438.659436
R872:36437.865194,0.027674,36438.655406,36438.659462,36438.687137
R873:36437.873874,0.083977,36438.723382,36438.687152,36438.771130
R874:36437.931132,0.124985,36438.837222,36438.771147,36438.896133
R875:36438.118712,0.219138,36439.112010,36438.896155,36439.115294
R876:36438.147570,0.105405,36439.205797,36439.115314,36439.220721
R877:36438.301790,0.112564,36439.267304,36439.220739,36439.333304
R878:36438.308954,0.088612,36439.267304,36439.333329,36439.421942
R879:36438.464542,0.086742,36439.496399,36439.421959,36439.508701
R880:36438.561584,0.070483,36439.566902,36439.508722,36439.579205
R881:36438.655370,0.308117,36439.862802,36439.579224,36439.887343
R882:36438.723347,0.081028,36439.862802,36439.887369,36439.968398
R883:36438.837187,0.124516,36440.058896,36439.968418,36440.092935
R884:36438.918085,0.150259,36440.232914,36440.092958,36440.243218
R885:36439.042055,0.022944,36440.232914,36440.243243,36440.266188
R886:36439.050966,0.124561,36440.357456,36440.266207,36440.390769
R887:36439.111778,0.077499,36440.357456,36440.390793,36440.468294
R888:36439.111982,0.053818,36440.357456,36440.468318,36440.522137
R889:36439.126640,0.007993,36440.357456,36440.522178,36440.530171
R890:36439.163568,0.088717,36440.600969,36440.530187,36440.618904
R891:36439.200136,0.022372,36440.629638,36440.618924,36440.641297
R892:36439.205768,0.012488,36440.629638,36440.641321,36440.653810
R893:36439.259707,0.035938,36440.685990,36440.653826,36440.689765
R894:36439.267273,0.123510,36440.798222,36440.689781,36440.813292
R895:36439.436273,0.067567,36440.869513,36440.813311,36440.880879
R896:36439.447440,0.094668,36440.869513,36440.880896,36440.975565
R897:36439.496363,0.023073,36440.976515,36440.975587,36440.998661
R898:36439.566866,0.024249,36441.013729,36440.998677,36441.022927
R899:36439.611125,0.022399,36441.013729,36441.022942,36441.045342
R900:36439.621754,0.019632,36441.013729,36441.045356,36441.064988
R901:36439.637701,0.098858,36441.112138,36441.065003,36441.163862
R902:36439.699095,0.057703,36441.112138,36441.163878,36441.221582
R903:36439.706695,0.022465,36441.112138,36441.221602,36441.244068
R904:36439.750763,0.132933,36441.335818,36441.244085,36441.377019
R905:36439.760988,0.050853,36441.384697,36441.377042,36441.427895
R906:36439.797382,0.042917,36441.446325,36441.427913,36441.470832
R907:36439.862769,0.009249,36441.446325,36441.470855,36441.480105
R908:36439.984763,0.167547,36441.637193,36441.480141,36441.647690
R909:36440.058858,0.053476,36441.683230,36441.647713,36441.701190
R910:36440.115321,0.078236,36441.683230,36441.701207,36441.779444
R911:36440.217925,0.019888,36441.788613,36441.779458,36441.799347
R912:36440.232881,0.112820,36441.878232,36441.799362,36441.912183
R913:36440.275473,0.161070,36441.878232,36441.912225,36442.073296
R914:36440.332607,0.077773,36441.878232,36442.073344,36442.151118
R915:36440.341825,0.025787,36441.878232,36442.151147,36442.176934
R916:36440.357432,0.098749,36442.196300,36442.176955,36442.275705
R917:36440.562891,0.003025,36442.196300,36442.275725,36442.278752
R918:36440.569951,0.053844,36442.308476,36442.278766,36442.332611
R919:36440.600937,0.044229,36442.308476,36442.332639,36442.376869
R920:36440.629605,0.087165,36442.388138,36442.376891,36442.464057
R921:36440.668276,0.001178,36442.388138,36442.464077,36442.465256
R922:36440.669628,0.121045,36442.489379,36442.465270,36442.586316
R923:36440.685957,0.126338,36442.685232,36442.586339,36442.712678
R924:36440.697334,0.078795,36442.784517,36442.712699,36442.791494
R925:36440.798183,0.048714,36442.833274,36442.791517,36442.840232
R926:36440.834851,0.059442,36442.855605,36442.840250,36442.899692
R927:36440.869480,0.119342,36442.938123,36442.899743,36443.019086
R928:36440.976479,0.026388,36442.938123,36443.019107,36443.045495
R929:36441.013697,0.049876,36442.938123,36443.045512,36443.095388
R930:36441.110979,0.187426,36443.234391,36443.095406,36443.282833
R931:36441.112108,0.213102,36443.302583,36443.282853,36443.495956
R932:36441.246461,0.189033,36443.656472,36443.496020,36443.685054
R933:36441.335525,0.004434,36443.656472,36443.685101,36443.689536
R934:36441.335790,0.027087,36443.692779,36443.689553,36443.716641
R935:36441.384661,0.163062,36443.776387,36443.716687,36443.879751
R936:36441.441601,0.055927,36443.776387,36443.879791,36443.935719
R937:36441.446296,0.020760,36443.776387,36443.935747,36443.956508
R938:36441.637156,0.005409,36443.776387,36443.956527,36443.961937
R939:36441.674273,0.011731,36443.971995,36443.961953,36443.973685
R940:36441.683199,0.048737,36443.971995,36443.973709,36444.022446
R941:36441.788578,0.011251,36443.971995,36444.022474,36444.033726
R942:36441.869942,0.040607,36444.035821,36444.033744,36444.074352
R943:36441.878201,0.048175,36444.078025,36444.074375,36444.122551
R944:36442.196257,0.087819,36444.078025,36444.122576,36444.210396
R945:36442.305428,0.106789,36444.229414,36444.210420,36444.317210
R946:36442.308458,0.146428,36444.462110,36444.317250,36444.463679
R947:36442.388100,0.032359,36444.478028,36444.463708,36444.496068
R948:36442.489339,0.095427,36444.517081,36444.496092,36444.591520
R949:36442.615973,0.026254,36444.593502,36444.591550,36444.617805
R950:36442.658551,0.419212,36444.975344,36444.617827,36445.037040
R951:36442.665690,0.011490,36444.975344,36445.037115,36445.048606
R952:36442.685200,0.012402,36445.056796,36445.048632,36445.061035
R953:36442.744829,0.236140,36445.288579,36445.061056,36445.297196
R954:36442.784484,0.052229,36445.325229,36445.297223,36445.349453
R955:36442.804827,0.001274,36445.325229,36445.349474,36445.350749
R956:36442.814986,0.111488,36445.423166,36445.350763,36445.462252
R957:36442.819553,0.012452,36445.423166,36445.462278,36445.474731
R958:36442.833240,0.011828,36445.423166,36445.474747,36445.486576
R959:36442.855573,0.003517,36445.423166,36445.486590,36445.490107
R960:36442.938077,0.086350,36445.423166,36445.490134,36445.576485
R961:36443.098888,0.055759,36445.423166,36445.576506,36445.632266
R962:36443.234347,0.062335,36445.423166,36445.632283,36445.694619
R963:36443.302543,0.039262,36445.423166,36445.694636,36445.733899
R964:36443.518376,0.034071,36445.746196,36445.733938,36445.768011
R965:36443.551234,0.041497,36445.746196,36445.768034,36445.809532
R966:36443.656422,0.000634,36445.746196,36445.809551,36445.810186
R967:36443.692746,0.222077,36445.996660,36445.810200,36446.032278
R968:36443.762208,0.003251,36445.996660,36446.032302,36446.035553
R969:36443.776348,0.037113,36446.070739,36446.035570,36446.072684
R970:36443.971936,0.004673,36446.070739,36446.072700,36446.077374
R971:36444.035786,0.070469,36446.070739,36446.077388,36446.147857
R972:36444.077973,0.064516,36446.070739,36446.147873,36446.212390
R973:36444.229377,0.010696,36446.070739,36446.212409,36446.223106
R974:36444.353036,0.047255,36446.265213,36446.223120,36446.270375
R975:36444.462070,0.075411,36446.336723,36446.270396,36446.345807
R976:36444.477995,0.003383,36446.336723,36446.345831,36446.349214
R977:36444.497045,0.125993,36446.336723,36446.349229,36446.475223
R978:36444.517050,0.014489,36446.336723,36446.475245,36446.489735
R979:36444.593477,0.001712,36446.336723,36446.489755,36446.491468
R980:36444.618360,0.004451,36446.336723,36446.491489,36446.495941
R981:36444.683022,0.338601,36446.336723,36446.495955,36446.834557
R982:36444.730958,0.007801,36446.336723,36446.834587,36446.842388
R983:36444.736469,0.019471,36446.336723,36446.842405,36446.861876
R984:36444.962959,0.149194,36446.336723,36446.861894,36447.011088
R985:36444.975282,0.092092,36446.336723,36447.011115,36447.103207
R986:36445.056748,0.008980,36446.336723,36447.103226,36447.112206
R987:36445.288533,0.122548,36446.336723,36447.112221,36447.234769
R988:36445.325202,0.016921,36446.336723,36447.234813,36447.251735
R989:36445.423127,0.050151,36446.336723,36447.251752,36447.301904
R990:36445.746159,0.013945,36446.336723,36447.301920,36447.315867
R991:36445.840220,0.225196,36446.336723,36447.315882,36447.541079
R992:36445.856717,0.039870,36446.336723,36447.541115,36447.580985
R993:36445.876167,0.150332,36446.336723,36447.581003,36447.731336
R994:36445.996630,0.007678,36446.336723,36447.731360,36447.739039
R995:36446.070716,0.018378,36446.336723,36447.739053,36447.757432
R996:36446.251572,0.035087,36446.336723,36447.757446,36447.792534
R997:36446.265190,0.018951,36446.336723,36447.792553,36447.811505
R998:36446.284311,0.014273,36446.336723,36447.811519,36447.825793
